name,Age,km_driven,FuelEconomy_kmpl,engine_p,engine_v,selling_price
Honda Jazz 1.2 V i VTEC,3,25000,18.7,98,1199,650000
Honda Jazz 1.5 VX i DTEC,4,61915,27.3,98,1498,650000
Hyundai EON Era Plus,4,110000,21.1,86,814 ,250000
Volkswagen Polo 1.5 TDI Comfortline,4,70000,20.1,81,1498,550000
Maruti Swift Ldi BSIII,13,150000,17.8,98,1248,250000
Mahindra Quanto C4,7,110000,17.2,62,1493,350000
Chevrolet Beat Diesel LT,6,90000,25.4,46,936 ,185000
Ford Figo Petrol Titanium,10,120000,15.6,88,1196,229999
Toyota Innova 2.5 G (Diesel) 8 Seater,4,65000,12.9,73,2494,1000000
Maruti Wagon R VXI 1.2,1,10000,20.5,81,1197,490000
Hyundai i10 Sportz,11,80000,20.3,67,1197,150000
Maruti Ertiga VDI,7,184000,20.7,81,1248,600000
Maruti Wagon R CNG LXI,7,80000,32.5,88,998 ,270000
Maruti Zen LXi - BS III,15,70000,17.3,48,993 ,60000
Maruti SX4 Zxi with Leather BSIII,12,89000,15.6,81,1586,150000
Honda Brio Exclusive Edition,6,33033,19.4,98,1198,335000
Maruti Swift VDI,7,69000,22.9,46,1248,525000
Hyundai Grand i10 AT Asta,5,63063,18.9,46,1197,465000
Tata Indica V2 eLX,8,90000,25.0,88,1396,83000
Hyundai EON Era Plus,3,8000,21.1,67,814 ,300000
Hyundai i20 1.2 Sportz,8,35000,17.0,78,1197,350000
Hyundai i20 1.2 Sportz,9,45000,17.0,67,1197,300000
Fiat Linea 1.3 Active,9,30000,20.4,98,1248,250000
Maruti 800 Std,14,59000,16.1,67,796 ,114999
Maruti Ertiga VXI Petrol,2,6200,19.3,88,1462,700000
Maruti Celerio X ZXI,0,120000,21.6,81,998 ,250000
Maruti Wagon R LXI BS IV,4,70000,20.5,88,998 ,350000
Maruti Omni 5 Str STD,22,70000,14.0,81,796 ,80000
Mahindra Scorpio S2 7 Seater,3,110000,15.4,73,2523,850000
Chevrolet Spark 1.0 LS,13,93000,18.0,88,995 ,90000
Chevrolet Tavera Neo 3 10 Seats BSIII,6,110000,13.5,47,2499,600000
Maruti Alto LX,13,57000,19.7,83,796 ,135000
Hyundai Accent GLE,15,120000,13.2,98,1495,150000
Tata Indigo CS eLX BS IV,8,35000,23.0,47,1396,259000
Tata Indigo CS eLS BS IV,8,90000,23.0,73,1396,220000
Tata Indigo eCS LX BSIV,8,35000,23.0,53,1396,246000
Maruti Swift Dzire VXi,11,120000,17.5,73,1298,240000
Hyundai Creta 1.4 E Plus,2,60000,22.1,88,1396,946000
Tata Indigo eCS LX BSIV,9,70000,23.0,88,1396,215000
Maruti Zen LX,21,60000,17.3,88,993 ,50000
Honda Amaze S i-Dtech,7,100000,25.8,55,1498,310000
Hyundai i10 Magna,12,35000,20.3,98,1197,220000
Maruti Swift Vdi BSIII,12,90000,17.8,57,1248,195000
Hyundai i20 Active 1.2 S,5,50000,17.1,88,1197,650000
Hyundai i20 1.2 Magna,9,98000,18.5,73,1197,350000
Hyundai i20 Asta 1.2,7,30000,18.5,87,1197,360000
Hyundai Elantra SX,7,50000,16.3,98,1797,550000
Hyundai Grand i10 Sportz,4,26000,18.9,87,1197,490000
Maruti Alto LXi,9,46000,19.7,68,796 ,195000
Maruti Alto LX,10,80000,19.7,98,796 ,125000
Tata Tiago 1.2 Revotron XZ,1,10000,23.8,88,1199,459999
Maruti Alto 800 LXI,5,16700,22.7,81,796 ,275000
Maruti Swift Dzire VDI,2,70000,28.4,47,1248,680000
Maruti Swift Dzire ZXI,5,7967,20.8,88,1197,600000
Maruti Swift ZXI Plus,2,20000,22.0,73,1197,720000
Renault KWID RXT Optional,4,9656,25.1,88,799 ,356000
Hyundai i10 Era,9,50000,19.8,88,1086,225000
Ford Freestyle Titanium Diesel BSIV,1,17000,24.4,67,1498,725000
Chevrolet Spark 1.0 LT,10,50000,18.0,74,995 ,130000
Renault KWID RXT,5,10000,25.1,37,799 ,300000
Hyundai i20 Sportz 1.2,7,43000,18.5,76,1197,400000
Hyundai Verna 1.4 CX,7,50000,23.5,81,1396,550000
Maruti Wagon R PRIMEA,14,90000,18.9,98,998 ,120000
Mahindra Xylo D4 BSIV,8,100000,14.0,81,2498,409999
Hyundai Santro Xing (Non-AC),10,80000,0.0 ,67,1086,110000
Mahindra Bolero 2011-2019 SLX,8,120000,15.9,47,2523,450000
Maruti Swift VXI,1,5000,21.2,62,1197,610000
Ford Ecosport 1.5 DV5 MT Trend,4,68609,22.7,98,1498,515000
Ford EcoSport 1.5 TDCi Titanium BE BSIV,2,33360,22.7,85,1498,925000
Nissan Kicks XL BSIV,1,14317,14.2,37,1498,860000
Ford Figo Diesel Titanium,8,87237,20.0,85,1399,225000
Ford Figo 1.5D Trend MT,3,62960,25.8,84,1498,500000
Maruti Swift Dzire AMT VXI,3,26634,21.2,62,1197,600000
Ford Figo Diesel EXI Option,8,163720,18.5,46,1399,195000
Maruti Wagon R LXI BS IV,8,67998,18.9,55,998 ,265000
Ford Freestyle Trend Diesel,2,20706,23.8,46,1499,650000
Ford Figo Aspire 1.5 TDCi Trend,5,100581,25.8,46,1498,415000
Renault Duster 85PS Diesel RxE Adventure,5,67303,20.4,81,1461,600000
Maruti Ritz VXi,7,79139,18.5,62,1197,340000
Hyundai Grand i10 CRDi Sportz,6,84784,24.0,46,1120,350000
Maruti Ritz LDi,8,130376,23.2,62,1248,265000
Tata Safari DICOR 2.2 EX 4x2,3,72000,13.9,46,2179,625000
Hyundai Verna CRDi SX,12,127000,16.8,88,1493,245000
Maruti Swift VDI BSIV,6,120000,25.2,67,1248,395000
Hyundai Xcent 1.1 CRDi S,6,100000,24.4,88,1120,490000
Maruti Ertiga SHVS VDI,2,40000,24.5,67,1248,955000
Tata Tigor 1.2 Revotron XZ Option,3,30000,20.3,88,1199,550000
Tata Indica Vista TDI LX,6,120000,19.1,88,1405,200000
Ford Figo Aspire 1.2 Ti-VCT Trend,3,15000,18.1,47,1196,500000
Maruti SX4 S Cross 2015-2017 DDiS 200 Zeta,4,33500,23.6,88,1248,825000
Mahindra Quanto C6,8,70000,17.2,86,1493,250000
Toyota Etios Cross 1.2L G,5,10000,18.1,89,1197,600000
Mahindra Scorpio S7 120,2,22053,16.3,82,2179,1325000
Mahindra TUV 300 T8,4,50000,18.4,83,1493,770000
Chevrolet Optra Magnum 2.0 LS,9,78432,16.5,83,1991,415000
Hyundai Santa Fe 4X4,9,125000,14.6,83,2199,825000
Ford Aspire Trend Diesel BSIV,2,80000,26.1,67,1498,530000
Toyota Innova 2.5 V Diesel 8-seater,14,270000,12.8,88,2494,425000
Honda Brio V MT,8,50000,19.4,81,1198,310000
Tata Tiago 1.2 Revotron XZ,3,20000,23.8,67,1199,390000
Hyundai Creta 1.6 VTVT E Plus,4,30000,15.2,88,1591,700000
Hyundai i10 Sportz 1.1L,10,70000,19.8,68,1086,200000
Toyota Innova 2.5 G (Diesel) 8 Seater,7,7200,12.9,46,2494,1050000
Honda City i DTEC SV,6,97000,26.0,46,1498,580000
Hyundai EON Era Plus,6,60000,21.1,74,814 ,200000
Chevrolet Sail Hatchback Petrol LS ABS,7,25000,18.2,81,1199,245000
Hyundai i10 Sportz,10,94000,20.3,46,1197,210000
Maruti Baleno LXI,15,90000,15.4,82,1590,50000
Chevrolet Captiva 2.2 LTZ AWD,8,50000,12.1,88,2231,700000
Tata Bolt Quadrajet XE,1,35000,22.9,98,1248,660000
Honda City i VTEC V,5,117500,17.4,81,1497,630000
Mahindra XUV500 W8 2WD,8,78500,15.1,83,2179,950000
Hyundai i20 1.2 Asta Dual Tone,2,8000,18.6,88,1197,740000
Ford Figo Aspire 1.2 Ti-VCT Sports Edition,3,25000,18.1,88,1196,570000
Hyundai Verna 1.6 SX,8,60000,22.3,88,1582,450000
Datsun RediGO 1.0 T Option,1,10000,22.5,81,999 ,390000
Ford Ikon 1.6 Nxt,11,70000,14.2,85,1597,180000
Tata Nano LX,5,60000,25.4,88,624 ,130000
Honda City 2017-2020 GXi,14,70000,17.7,73,1497,270000
Maruti 800 DX,23,25000,16.1,88,796 ,60000
Hyundai Verna 1.6 Xi ABS,14,90000,13.9,67,1599,170000
Hyundai Creta 1.6 CRDi SX,5,90000,19.6,88,1582,978999
Tata Tiago 1.2 Revotron XM,2,25000,23.8,67,1199,490000
Ford Fiesta Diesel Style,8,60000,23.5,83,1498,280000
Tata Tiago 1.2 Revotron XM,2,25000,23.8,81,1199,390000
Maruti Alto 800 VXI,7,60000,22.7,88,796 ,170000
Chevrolet Spark 1.0,12,70000,18.0,58,995 ,45000
Maruti Ertiga SHVS VDI,4,80000,24.5,67,1248,640000
Mahindra Scorpio S2 9 Seater,5,110000,15.4,81,2523,650000
Mahindra Scorpio LX,7,115717,12.0,88,2179,500000
Ford Fusion Plus 1.4 TDCi Diesel,12,110000,17.7,88,1399,90000
Tata Aria Pure LX 4x2,6,70000,15.0,98,2179,480000
Maruti Swift VXI,1,4000,21.2,86,1197,630000
Hyundai i10 Sportz,9,50000,20.3,67,1197,250000
Hyundai Grand i10 Sportz,4,70000,18.9,88,1197,330000
Hyundai i10 Magna,11,70000,20.3,88,1197,180000
Hyundai i20 Magna,10,50000,18.5,81,1197,210000
Maruti Swift Dzire ZDI,4,55000,26.5,66,1248,550000
Tata Nexon 1.2 Revotron XZA Plus,0,5000,17.0,67,1198,950000
Mahindra Bolero 2011-2019 ZLX,7,100000,15.9,61,2523,430000
Hyundai i10 Sportz,6,23000,20.3,68,1197,348000
Maruti Alto 800 LX,6,60000,22.7,85,796 ,196000
Maruti Wagon R LXI Minor,10,70000,18.9,67,1061,150000
Maruti Wagon R LXI Minor,11,60000,18.9,85,1061,150000
Tata Safari Storme VX Varicor 400,1,100000,14.1,85,2179,1250000
Maruti Ertiga VDI,5,90000,20.7,93,1248,600000
Tata Nano Lx BSIV,10,26432,25.4,84,624 ,65000
Maruti Omni E 8 Str STD,4,46702,16.8,83,796 ,220000
Maruti Omni E 8 Str STD,4,46706,16.8,88,796 ,220000
Tata Indica V2 eXeta GLS,14,53523,16.8,67,1193,110000
Chevrolet Beat Diesel LT,8,56365,25.4,88,936 ,175000
Chevrolet Spark 1.0 LT,9,49563,16.2,81,995 ,160000
Maruti 800 Std BSIII,16,56432,16.1,88,796 ,65000
Maruti 800 AC,18,52365,16.1,81,796 ,60000
Maruti Alto LXi BSIII,13,53512,19.7,73,796 ,120000
Mahindra Ssangyong Rexton RX7,7,40000,11.1,88,2696,1000000
Maruti Wagon R LXI BS IV,10,46533,18.9,67,998 ,220000
Maruti Omni 8 Seater BSIV,12,58632,14.0,67,796 ,114999
Mahindra XUV500 AT W6 2WD,4,80000,16.0,74,2179,850000
Maruti Ertiga SHVS VDI,4,70000,24.5,62,1248,750000
Renault KWID 1.0 RXT Optional,3,90000,23.0,66,999 ,265000
Ford Classic 1.6 Duratec Titanium,6,110000,14.0,46,1596,450000
Mahindra Quanto C6,7,90000,17.2,98,1493,225000
Mahindra Scorpio S10 7 Seater,5,70000,15.4,67,2179,1125000
Maruti Swift VXI with ABS,11,80000,16.6,61,1197,270000
Maruti Alto LX,13,78000,19.7,98,796 ,130000
Mahindra Bolero Power Plus SLE,3,45000,16.5,74,1493,660000
Maruti Alto K10 VXI,5,50000,23.9,46,998 ,240000
Maruti Alto 800 LXI,3,58000,24.7,67,796 ,275000
Toyota Innova 2.5 VX 8 STR BSIV,8,120000,12.8,62,2494,750000
Chevrolet Aveo U-VA 1.2,13,30000,14.7,46,1150,65000
Tata Safari Storme EX,3,162000,14.1,74,2179,850000
Maruti Wagon R LXI CNG,4,50000,26.6,88,998 ,300000
Hyundai i20 1.2 Magna Executive,2,25000,18.6,82,1197,555000
Mahindra Scorpio 1.99 S6 Plus,5,60000,15.4,88,1997,825000
Hyundai Santro Xing GLS LPG,10,70000,13.4,83,1086,150000
Maruti Swift Dzire VDi,11,138000,19.3,98,1248,185000
Hyundai i10 Magna,10,70000,20.3,55,1197,180000
Maruti Alto LXi,10,48000,19.7,67,796 ,160000
Ford Endeavour 3.0L 4X2 AT,8,110000,11.4,98,2953,500000
Maruti Swift VDI BSIV,6,88000,25.2,86,1248,375000
Toyota Innova 2.5 GX (Diesel) 7 Seater,5,68000,12.9,98,2494,900000
Hyundai Grand i10 Sportz,3,70000,18.9,62,1197,459999
Renault Duster 85PS Diesel RxL,6,80000,20.4,69,1461,480000
Maruti Swift VDI,7,100000,22.9,73,1248,320000
Maruti Swift VDI,7,96000,22.9,73,1248,370000
Maruti Zen LX,18,30000,17.3,67,993 ,75000
Maruti Ritz LDi,4,60000,23.2,83,1248,400000
Maruti Swift VDI BSIV,6,65000,25.2,67,1248,425000
Maruti Celerio ZXI,6,48000,23.1,88,998 ,325000
Hyundai Grand i10 Magna,4,65300,18.9,62,1197,350000
Hyundai i20 1.2 Asta Dual Tone,2,40000,18.6,73,1197,600000
Chevrolet Beat Diesel,8,60000,25.4,86,936 ,120000
Maruti Alto K10 2010-2014 VXI,8,70000,20.9,73,998 ,200000
Maruti Alto LXi BSIII,12,70000,19.7,93,796 ,100000
Hyundai Grand i10 CRDi Asta,6,70000,24.0,83,1120,350000
Maruti Alto LXi,14,150000,19.7,88,796 ,85000
Maruti Alto K10 VXI Optional,1,10000,23.9,88,998 ,399000
Hyundai Verna 1.6 CRDI,6,56000,22.3,68,1582,580000
Datsun RediGO T Option,3,30000,22.7,79,799 ,290000
Hyundai Grand i10 Magna,6,50000,18.9,67,1197,380000
Ford Figo Diesel EXI,10,120000,20.0,81,1399,200000
Maruti Wagon R LXI CNG,2,40000,26.6,88,998 ,390000
Hyundai Grand i10 1.2 Kappa Asta,3,27500,18.9,81,1197,500000
Maruti Ertiga VDI,8,73000,20.7,67,1248,520000
Maruti Swift Dzire VDI,3,75000,26.5,83,1248,650000
Renault KWID Climber 1.0 MT,2,5000,23.0,78,999 ,380000
Maruti Wagon R LXI LPG BSIV,10,50000,26.2,62,998 ,275000
Maruti Swift Dzire VDI,5,70000,26.5,83,1248,520000
Maruti Swift Dzire VDI,5,60000,26.5,73,1248,610000
Maruti Wagon R LXI,16,110000,18.9,68,998 ,85000
Renault Duster 85PS Diesel RxL Optional,7,95000,20.4,78,1461,490000
Hyundai EON Era Plus,5,34000,21.1,88,814 ,229999
Hyundai Grand i10 Sportz,5,25000,18.9,67,1197,411000
Maruti Eeco CNG 5 Seater AC BSIV,1,120000,21.9,46,1196,362000
Toyota Etios Cross 1.4L GD,6,31000,23.5,91,1364,550000
Maruti Wagon R LXI CNG,2,70000,26.6,74,998 ,459999
Maruti Ritz VXi (ABS) BS IV,9,47000,18.5,34,1197,190000
Hyundai Santro Magna AMT BSIV,1,5000,20.3,86,1086,499000
Maruti Eeco 7 Seater Standard BSIV,2,44000,15.3,88,1196,358000
Toyota Etios Diesel TRD Sportivo,8,120000,23.5,88,1364,278000
Fiat Grande Punto EVO 1.3 Active,6,39395,21.2,85,1248,320000
Renault Fluence 1.5,7,67000,20.4,81,1461,580000
Honda City VX CVT,1,20000,17.4,88,1497,1300000
Honda Amaze VX i-DTEC,2,40000,25.8,46,1498,825000
Toyota Corolla AE,16,120000,13.4,78,1794,170000
Toyota Fortuner 4x4 MT,6,80000,12.5,88,2982,1700000
Hyundai Santro Sportz BSIV,2,7000,20.3,88,1086,490000
Mahindra XUV500 W4,2,15000,16.0,88,2179,1050000
Chevrolet Beat LT,4,50000,18.6,73,1199,210000
Mahindra Scorpio Intelli Hybrid S10,4,30000,15.4,74,2179,1250000
Maruti Swift VDI,8,120000,22.9,98,1248,320000
Chevrolet Optra Magnum 2.0 LT,8,64000,16.5,76,1991,400000
Maruti Ritz VDi,7,120000,23.2,81,1248,320000
Toyota Corolla Altis Diesel D4DG,8,85000,21.4,88,1364,600000
Maruti Alto K10 2010-2014 VXI,8,50000,20.9,74,998 ,275000
Maruti Alto LXi,11,59000,19.7,78,796 ,170000
Chevrolet Beat Diesel LT,8,98000,25.4,55,936 ,155000
Renault Duster 85PS Diesel RxL Plus,5,140000,20.4,74,1461,620000
Hyundai Grand i10 1.2 Kappa Sportz Option,3,50000,18.9,46,1197,530000
Toyota Etios Liva VD,5,40000,23.5,62,1364,550000
Honda City i DTEC SV,6,90000,26.0,81,1498,600000
Mahindra XUV500 W4,6,117000,15.1,98,2179,649000
Honda City i DTEC SV,6,90000,26.0,76,1498,625000
Chevrolet Spark 1.0 PS,10,70000,16.0,85,995 ,125000
Chevrolet Tavera Neo 3 LS 9 Str BSIII,11,230000,13.5,88,2499,305000
Maruti SX4 ZXI MT BSIV Leather,10,155000,15.5,68,1586,285000
Tata Xenon XT EX 4X4,5,60000,13.4,88,2179,600000
Mahindra KUV 100 mFALCON G80 K8,4,110000,18.1,68,1198,426000
Tata Indica Vista Terra 1.4 TDI,10,120000,17.0,88,1405,180000
Hyundai Verna 1.6 VGT CRDi,9,100000,22.3,47,1582,400000
Chevrolet Beat LS,10,40000,18.6,88,1199,120000
Tata Manza Aura (ABS) Quadrajet BS IV,8,110000,21.1,81,1248,300000
Maruti Alto K10 2010-2014 VXI,9,92500,20.9,78,998 ,190000
Maruti Alto 800 LXI,3,20000,24.7,81,796 ,310000
Renault KWID RXL,1,15000,25.1,67,799 ,380000
Mahindra Bolero Power Plus ZLX,1,14000,16.5,62,1493,740000
Datsun RediGO T Option,4,35000,22.7,53,799 ,260000
Maruti Alto K10 VXI,3,32000,23.9,84,998 ,320000
Maruti Wagon R LXI CNG,7,90000,26.6,67,998 ,211000
Maruti Swift Dzire VXI 1.2 BS IV,2,35000,22.0,67,1197,650000
Maruti Swift Dzire VDI,3,32500,28.4,98,1248,651000
Maruti Alto K10 VXI AGS,1,14000,23.9,64,998 ,380000
Chevrolet Beat Diesel LT,6,70000,25.4,88,936 ,160000
Hyundai Verna VTVT 1.6 AT SX Option,1,20000,17.0,73,1591,1270000
Maruti Wagon R Duo Lxi,9,300000,26.2,53,998 ,300000
Maruti Swift VDI Optional,5,100000,25.2,81,1248,405000
Mahindra XUV500 W8 2WD,5,64800,15.1,88,2179,850000
Mahindra Bolero Power Plus ZLX,3,90000,16.5,88,1493,680000
Hyundai Xcent 1.2 Kappa SX Option,6,80000,19.1,83,1197,426999
Hyundai Verna 1.4 CRDi,5,248000,24.8,88,1396,525000
Toyota Innova 2.5 VX (Diesel) 7 Seater,6,60000,12.9,81,2494,1019999
Toyota Innova 2.5 G2,15,120000,12.8,83,2494,245000
Hyundai Elantra CRDi SX,5,120000,22.7,67,1582,869999
Maruti Wagon R Duo Lxi,10,66444,26.2,81,998 ,160000
Maruti Vitara Brezza VDi Option,4,86000,24.3,73,1248,700000
Nissan Sunny Diesel XV,8,90000,21.6,81,1461,300000
Honda Civic 1.8 S AT,13,218463,12.9,88,1799,175000
Toyota Innova 2.5 VX 8 STR,8,153000,12.8,67,2494,960000
Mahindra Thar CRDe AC,6,70000,16.5,67,2498,525000
Hyundai Grand i10 CRDi Sportz,5,60000,24.0,93,1120,345000
Honda Amaze S i-Vtech,5,50000,18.0,85,1198,390000
Datsun GO T Option BSIV,5,20000,20.6,86,1198,275000
Chevrolet Sail 1.2 LS ABS,6,35000,18.2,78,1199,310000
Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,3,20000,18.9,83,1197,500000
Chevrolet Sail Hatchback LT ABS,7,70000,22.1,78,1248,200000
Volkswagen Polo 2015-2019 1.5 TDI Highline Plus,2,53000,20.1,98,1498,650000
Honda City i-DTEC VX,2,60000,25.6,47,1498,1031000
Hyundai EON 1.0 Era Plus,2,70000,20.3,73,998 ,330000
Hyundai Santro Era,1,4000,20.3,85,1086,399000
Hyundai i10 Magna,8,103000,20.3,46,1197,250000
Hyundai Grand i10 1.2 CRDi Sportz Option,3,20000,24.0,46,1186,600000
Maruti Swift VDI,7,77000,22.9,55,1248,375000
Volkswagen Vento Diesel Highline,8,90000,20.5,78,1598,375000
Hyundai Verna 1.6 CRDi EX MT,7,87185,22.3,88,1582,445000
Maruti Wagon R LXI,17,167000,18.9,67,998 ,55000
Hyundai i20 2015-2017 Asta 1.4 CRDi,4,77000,22.5,93,1396,611000
Hyundai Verna 1.4 CRDi,6,110000,24.8,79,1396,459999
Ford Fiesta EXi 1.4 TDCi Ltd,9,120000,17.8,78,1399,275000
Hyundai Santro Xing GLS CNG,9,170000,11.8,88,1086,185000
Hyundai Verna 1.6 SX,8,100000,22.3,88,1582,390000
Chevrolet Spark 1.0 LT,13,40000,18.0,74,995 ,72000
Tata Indica V2 DL BSIII,13,50000,17.8,35,1396,90000
Toyota Etios GD,5,125000,23.5,68,1364,500000
Maruti Wagon R LXI CNG,9,137000,26.2,91,998 ,200000
Mahindra XUV500 W9 BSIV,1,18000,15.1,98,2179,1575000
Hyundai Grand i10 Sportz,5,30000,18.9,73,1197,511000
Fiat Grande Punto 1.4 Emotion,11,55000,14.6,73,1368,150000
Toyota Innova Crysta 2.7 GX AT 8 STR,0,40000,10.7,58,2694,1500000
Maruti Alto 800 LXI,7,80000,22.7,67,796 ,185000
Maruti Baleno Delta 1.2,2,30000,21.4,74,1197,550000
Maruti Alto K10 VXI,3,3564,23.9,78,998 ,325000
Maruti Swift Dzire VDI Optional,5,80000,26.5,66,1248,525000
Force One SX ABS 7 Seating,2,13000,17.0,91,2200,1050000
Tata Indigo CS eVX,8,120000,25.0,88,1396,300000
Chevrolet Beat LT,9,90000,18.6,74,1199,120000
Jaguar XE 2016-2019 2.0L Diesel Prestige,3,9000,13.6,81,1999,2625000
Lexus ES 300h,1,20000,22.3,88,2487,5150000
Jaguar XF 2.0 Diesel Portfolio,3,45000,19.3,98,1999,3200000
Tata Safari Storme EX,5,110000,14.1,78,2179,503000
Volvo XC40 D4 Inscription BSIV,1,20000,18.0,81,1969,3800000
Toyota Camry 2.5 Hybrid,4,68089,19.1,88,2494,2000000
Maruti Wagon R LXI,7,58343,21.7,57,998 ,225000
Maruti Baleno Alpha 1.3,2,38817,27.3,85,1248,740000
Honda Jazz VX,4,56494,18.2,55,1199,550000
Toyota Innova 2.5 VX (Diesel) 7 Seater,7,79328,12.9,57,2494,750000
Maruti Swift AMT VVT VXI,1,5621,22.0,81,1197,650000
Toyota Etios VX,3,25538,16.7,67,1496,625000
Maruti Swift AMT ZXI,2,69779,22.0,67,1197,600000
Hyundai Grand i10 1.2 CRDi Sportz,3,56290,24.0,81,1186,450000
BMW X4 M Sport X xDrive20d,1,7500,16.7,73,1995,5400000
BMW X4 M Sport X xDrive20d,1,8500,16.7,46,1995,5500000
Honda Amaze V CVT Petrol BSIV,1,7032,19.0,88,1199,779000
Skoda Rapid 1.6 MPI AT Elegance,4,11000,14.3,98,1598,645000
Volvo V40 D3 R-Design,2,2000,16.8,88,1984,2475000
Hyundai Santro Xing GLS,9,50000,17.9,81,1086,170000
Tata Indigo CS eLX BS IV,10,42000,23.0,98,1396,320000
Maruti Celerio ZXI AT,4,17000,23.1,88,998 ,350000
Maruti Swift AMT VXI,2,40000,22.0,81,1197,500000
Tata Indigo LS,11,137000,17.0,88,1405,135000
Renault KWID RXL,2,20000,25.1,88,799 ,340000
Hyundai Grand i10 Sportz,0,70000,18.9,67,1197,330000
Maruti SX4 Vxi BSIV,9,48756,15.5,34,1586,350000
Toyota Fortuner 4x2 AT,5,30000,12.5,98,2982,1850000
Hyundai Xcent 1.1 CRDi SX,4,110000,24.4,67,1120,400000
Ford Fiesta Classic 1.4 Duratorq CLXI,6,80322,17.8,93,1399,325000
Mahindra Scorpio 1.99 S4,5,35000,15.4,73,1997,1000000
Mahindra Scorpio S2 7 Seater,3,110000,15.4,63,2523,850000
Maruti SX4 ZDI Leather,8,70000,21.5,88,1248,350000
Jaguar XE 2016-2019 2.0L Diesel Prestige,3,9000,13.6,86,1999,2625000
Lexus ES 300h,1,20000,22.3,88,2487,5150000
Jaguar XF 2.0 Diesel Portfolio,3,45000,19.3,81,1999,3200000
Tata Safari Storme EX,5,110000,14.1,73,2179,503000
Volvo XC40 D4 Inscription BSIV,1,20000,18.0,88,1969,3800000
Toyota Camry 2.5 Hybrid,4,68089,19.1,61,2494,2000000
Maruti Wagon R LXI,7,58343,21.7,63,998 ,225000
Maruti Baleno Alpha 1.3,2,38817,27.3,46,1248,740000
Honda Jazz VX,4,56494,18.2,46,1199,550000
Toyota Innova 2.5 VX (Diesel) 7 Seater,7,79328,12.9,81,2494,750000
Maruti Swift AMT VVT VXI,1,5621,22.0,88,1197,650000
Toyota Etios VX,3,25538,16.7,88,1496,625000
Maruti Swift AMT ZXI,2,69779,22.0,74,1197,600000
Hyundai Grand i10 1.2 CRDi Sportz,3,56290,24.0,88,1186,450000
BMW X4 M Sport X xDrive20d,1,7500,16.7,84,1995,5400000
BMW X4 M Sport X xDrive20d,1,8500,16.7,73,1995,5500000
Honda Amaze V CVT Petrol BSIV,1,7032,19.0,62,1199,779000
Skoda Rapid 1.6 MPI AT Elegance,4,11000,14.3,46,1598,645000
Volvo V40 D3 R-Design,2,2000,16.8,57,1984,2475000
Honda Mobilio RS i DTEC,5,120000,24.5,78,1498,550000
Tata Safari Storme VX,5,60000,14.0,73,2179,925000
Mahindra Scorpio VLX AT AIRBAG BSIV,10,97000,11.7,98,2179,509999
Mahindra Xylo D2,9,100000,13.0,69,2489,250000
Hyundai i20 Active 1.2 SX,5,36000,17.1,73,1197,500000
Hyundai Creta 1.4 CRDi S,1,27000,21.3,73,1396,1050000
Maruti Swift Dzire VDI,6,50000,23.4,73,1248,490000
Maruti Eeco 5 Seater AC BSIV,0,15000,15.3,88,1196,415000
Maruti Alto 800 LXI Anniversary Edition,7,60000,22.7,88,796 ,190000
Maruti Swift Dzire VDI,2,120000,28.4,55,1248,680000
Maruti Alto 800 LXI Airbag,7,60000,22.7,62,796 ,190000
Mahindra Scorpio 2009-2014 SLE 7S BSIV,7,173000,12.0,55,2179,479000
Maruti Alto 800 LXI,4,60000,22.7,62,796 ,270000
Hyundai i10 Era,12,70000,19.8,67,1086,170000
Maruti Ciaz 1.4 Alpha,2,25000,20.7,88,1373,764000
Mahindra Bolero 2011-2019 SLE,1,30000,15.9,81,2523,710000
Maruti Alto 800 VXI,3,35000,24.7,88,796 ,310000
Mahindra Bolero Power Plus SLX,3,100000,16.5,81,1493,620000
Hyundai EON Sportz,3,31000,21.1,73,814 ,280000
Toyota Fortuner 4x2 AT,5,80000,12.5,88,2982,1500000
Hyundai Grand i10 Asta Option,4,40000,18.9,83,1197,450000
Mercedes-Benz GLA Class 200 D Sport Edition,3,10000,17.9,88,2143,2199000
Mercedes-Benz M-Class ML 350 CDI,7,50000,11.7,81,2987,3600000
Ford Fiesta Classic 1.6 SXI Duratec,12,60000,15.3,85,1596,285000
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,13,210000,12.8,55,2494,465000
BMW 3 Series 320d Highline,11,60000,16.0,83,1995,1100000
Volkswagen Vento Diesel Highline,9,110000,20.5,85,1598,350000
Maruti Ertiga BSIV LXI,3,35000,17.5,76,1373,600000
Maruti Baleno Delta 1.2,3,35000,21.4,88,1197,570000
Maruti Alto K10 VXI,4,20000,23.9,69,998 ,325000
Mahindra XUV500 AT W6 1.99 mHawk,4,54000,16.0,68,1997,975000
Hyundai i20 2015-2017 Sportz Option 1.2,5,60000,18.6,81,1197,480000
Maruti Alto 800 Base,6,10300,22.7,88,796 ,185000
Hyundai Creta 1.6 CRDi AT SX Plus,5,50000,17.0,69,1582,1050000
Maruti Baleno Alpha,1,3000,21.0,82,1197,760000
Volkswagen Polo 2015-2019 1.0 MPI Trendline,1,5000,18.7,69,999 ,570000
Maruti Baleno Alpha 1.2,2,13000,21.4,88,1197,700000
Ford EcoSport 1.5 Ti VCT AT Titanium BSIV,5,30000,15.6,81,1499,775000
